Date,daily_crashes,persons_injured,persons_killed,ped_injured,cyc_injured,motorist_injured,city_daily_volume,city_seg_count,vol_M,temp_F,precip_mm,year,month,dow_num,day_of_week,is_weekend,injury_rate,total_inj_by_type
2012-07-01,538,166.0,0.0,30,9,127,44390.0,4,0.04439,81.6,1.7,2012,7,6,Sunday,1,0.30855018587360594,166
2012-07-02,564,175.0,1.0,30,27,118,55663.0,4,0.055663,78.5,0.0,2012,7,0,Monday,0,0.3102836879432624,175
2012-07-03,664,210.0,1.0,36,16,158,64154.0,4,0.064154,78.7,0.0,2012,7,1,Tuesday,0,0.31626506024096385,210
2012-07-04,432,156.0,0.0,20,9,127,31044.0,7,0.031044,80.4,3.9,2012,7,2,Wednesday,0,0.3611111111111111,156
2012-07-05,591,138.0,1.0,28,14,96,31687.0,4,0.031687,84.2,0.0,2012,7,3,Thursday,0,0.233502538071066,138
2012-07-06,638,179.0,0.0,34,14,131,16330.0,5,0.01633,80.4,0.0,2012,7,4,Friday,0,0.28056426332288403,179
2012-07-07,490,165.0,0.0,27,13,125,12480.0,4,0.01248,86.4,1.6,2012,7,5,Saturday,1,0.336734693877551,165
2012-07-08,464,137.0,1.0,16,11,110,12133.0,4,0.012133,80.9,0.0,2012,7,6,Sunday,1,0.2952586206896552,137
2012-07-09,533,150.0,0.0,24,17,109,19658.0,4,0.019658,78.4,0.0,2012,7,0,Monday,0,0.28142589118198874,150
2012-07-10,524,149.0,1.0,42,13,94,22695.0,4,0.022695,76.1,0.0,2012,7,1,Tuesday,0,0.28435114503816794,149
2012-07-11,565,164.0,0.0,26,23,115,22996.0,4,0.022996,75.2,0.0,2012,7,2,Wednesday,0,0.2902654867256637,164
2012-07-12,577,155.0,1.0,32,16,107,21282.0,4,0.021282,76.8,0.0,2012,7,3,Thursday,0,0.268630849220104,155
2012-07-13,603,163.0,1.0,28,18,117,20469.0,4,0.020469,78.9,0.0,2012,7,4,Friday,0,0.2703150912106136,163
2012-07-14,536,175.0,2.0,31,7,137,19088.0,4,0.019088,79.5,0.0,2012,7,5,Saturday,1,0.32649253731343286,175
2012-07-15,494,150.0,0.0,15,6,129,17214.0,4,0.017214,78.9,5.7,2012,7,6,Sunday,1,0.30364372469635625,150
2012-07-16,528,158.0,2.0,23,16,119,27927.0,8,0.027927,81.7,0.5,2012,7,0,Monday,0,0.29924242424242425,158
2012-07-17,648,183.0,0.0,33,20,130,12965.0,10,0.012965,84.9,0.0,2012,7,1,Tuesday,0,0.2824074074074074,183
2012-07-18,559,116.0,1.0,25,16,75,10142.0,4,0.010142,87.7,1.8,2012,7,2,Wednesday,0,0.2075134168157424,116
2012-07-19,522,145.0,0.0,34,10,101,6958.0,4,0.006958,75.8,2.5,2012,7,3,Thursday,0,0.2777777777777778,145
2012-07-20,604,175.0,0.0,23,8,144,5649.0,4,0.005649,67.5,38.7,2012,7,4,Friday,0,0.2897350993377483,175
2012-07-21,528,176.0,1.0,25,17,134,8372.0,5,0.008372,68.9,0.0,2012,7,5,Saturday,1,0.3333333333333333,176
2012-07-22,498,178.0,6.0,25,17,136,7882.0,4,0.007882,72.2,0.0,2012,7,6,Sunday,1,0.357429718875502,178
2012-07-23,505,141.0,0.0,24,9,108,13513.0,5,0.013513,77.1,0.3,2012,7,0,Monday,0,0.27920792079207923,141
2012-07-24,574,111.0,0.0,23,12,76,15226.0,6,0.015226,81.1,0.0,2012,7,1,Tuesday,0,0.19337979094076654,111
2012-07-25,612,172.0,0.0,31,18,123,14929.0,4,0.014929,75.8,0.0,2012,7,2,Wednesday,0,0.28104575163398693,172
2012-07-26,604,161.0,0.0,33,21,107,14893.0,4,0.014893,78.9,7.5,2012,7,3,Thursday,0,0.26655629139072845,161
2012-07-27,638,165.0,0.0,30,14,121,11675.0,5,0.011675,80.0,4.8,2012,7,4,Friday,0,0.25862068965517243,165
2012-07-28,513,175.0,1.0,23,16,136,9676.0,3,0.009676,75.4,22.9,2012,7,5,Saturday,1,0.341130604288499,175
2012-07-29,376,104.0,0.0,13,9,82,8419.0,3,0.008419,72.3,7.8,2012,7,6,Sunday,1,0.2765957446808511,104
2012-07-30,530,140.0,2.0,34,16,90,12628.0,7,0.012628,72.1,0.8,2012,7,0,Monday,0,0.2641509433962264,140
2012-07-31,540,123.0,0.0,37,18,68,13080.0,4,0.01308,71.7,0.0,2012,7,1,Tuesday,0,0.22777777777777777,123
2012-08-01,616,150.0,0.0,16,12,122,13295.0,4,0.013295,73.0,10.3,2012,8,2,Wednesday,0,0.2435064935064935,150
2012-08-02,570,156.0,1.0,31,17,108,12798.0,4,0.012798,76.7,0.0,2012,8,3,Thursday,0,0.2736842105263158,156
2012-08-03,589,145.0,1.0,26,16,103,16201.0,7,0.016201,79.6,0.0,2012,8,4,Friday,0,0.2461799660441426,145
2012-08-04,568,146.0,1.0,29,11,106,18779.0,4,0.018779,80.1,0.0,2012,8,5,Saturday,1,0.25704225352112675,146
2012-08-05,518,173.0,0.0,24,8,141,17182.0,4,0.017182,81.7,4.6,2012,8,6,Sunday,1,0.333976833976834,173
2012-08-06,593,150.0,1.0,25,25,100,19793.0,6,0.019793,78.6,3.6,2012,8,0,Monday,0,0.25295109612141653,150
2012-08-07,547,143.0,0.0,37,13,93,18544.0,4,0.018544,74.8,0.0,2012,8,1,Tuesday,0,0.26142595978062155,143
2012-08-08,528,133.0,1.0,34,16,83,18304.0,4,0.018304,77.7,0.0,2012,8,2,Wednesday,0,0.2518939393939394,133
2012-08-09,581,163.0,2.0,32,16,115,19004.0,4,0.019004,78.4,0.7,2012,8,3,Thursday,0,0.28055077452667815,163
2012-08-10,617,165.0,1.0,33,15,117,18649.0,4,0.018649,76.5,8.0,2012,8,4,Friday,0,0.26742301458670986,165
2012-08-11,507,155.0,2.0,19,17,119,18847.0,4,0.018847,76.8,6.4,2012,8,5,Saturday,1,0.3057199211045365,155
2012-08-12,505,150.0,0.0,23,15,112,13884.0,5,0.013884,76.6,3.6,2012,8,6,Sunday,1,0.297029702970297,150
2012-08-13,504,142.0,0.0,28,14,100,11403.0,4,0.011403,75.4,0.0,2012,8,0,Monday,0,0.28174603174603174,142
2012-08-14,520,142.0,1.0,29,13,100,13135.0,4,0.013135,74.1,6.3,2012,8,1,Tuesday,0,0.27307692307692305,142
2012-08-15,602,151.0,0.0,29,14,108,10847.0,4,0.010847,73.7,20.6,2012,8,2,Wednesday,0,0.25083056478405313,151
2012-08-16,613,154.0,0.0,29,23,102,11147.0,4,0.011147,74.5,0.6,2012,8,3,Thursday,0,0.25122349102773245,154
2012-08-17,574,165.0,0.0,32,20,113,11234.0,4,0.011234,75.6,1.8,2012,8,4,Friday,0,0.2874564459930314,165
2012-08-18,540,149.0,0.0,28,14,107,10323.0,4,0.010323,71.5,11.3,2012,8,5,Saturday,1,0.2759259259259259,149
2012-08-19,467,146.0,0.0,31,10,105,9023.0,4,0.009023,68.9,0.0,2012,8,6,Sunday,1,0.31263383297644537,146
2012-08-20,473,141.0,1.0,24,16,101,10420.0,4,0.01042,71.5,0.0,2012,8,0,Monday,0,0.29809725158562367,141
2012-08-21,482,129.0,2.0,24,13,92,10728.0,4,0.010728,72.2,0.0,2012,8,1,Tuesday,0,0.2676348547717842,129
2012-08-22,504,145.0,2.0,28,22,95,10615.0,4,0.010615,73.1,0.1,2012,8,2,Wednesday,0,0.2876984126984127,145
2012-08-23,574,177.0,2.0,31,18,128,10573.0,4,0.010573,73.7,0.0,2012,8,3,Thursday,0,0.3083623693379791,177
2012-08-24,601,150.0,2.0,19,21,110,10162.0,4,0.010162,74.5,0.0,2012,8,4,Friday,0,0.24958402662229617,150
2012-08-25,474,146.0,0.0,21,17,108,9345.0,4,0.009345,74.2,0.4,2012,8,5,Saturday,1,0.3080168776371308,146
2012-08-26,471,153.0,1.0,24,12,117,8787.0,4,0.008787,73.0,0.0,2012,8,6,Sunday,1,0.3248407643312102,153
2012-08-27,548,166.0,3.0,27,18,121,11309.0,4,0.011309,73.1,5.8,2012,8,0,Monday,0,0.3029197080291971,166
2012-08-28,587,142.0,0.0,27,12,103,12444.0,4,0.012444,76.7,5.6,2012,8,1,Tuesday,0,0.24190800681431004,142
2012-08-29,550,128.0,0.0,15,17,96,10522.0,4,0.010522,71.7,0.0,2012,8,2,Wednesday,0,0.23272727272727273,128
2012-08-30,618,179.0,1.0,38,27,114,10694.0,4,0.010694,71.9,0.0,2012,8,3,Thursday,0,0.2896440129449838,179
2012-08-31,701,217.0,2.0,37,26,154,15984.0,5,0.015984,77.6,0.0,2012,8,4,Friday,0,0.3095577746077033,217
2012-09-01,515,144.0,0.0,18,20,106,14679.0,4,0.014679,78.2,0.0,2012,9,5,Saturday,1,0.2796116504854369,144
2012-09-02,421,150.0,1.0,23,9,118,13022.0,4,0.013022,74.0,2.4,2012,9,6,Sunday,1,0.35629453681710216,150
2012-09-03,373,125.0,0.0,14,8,103,11699.0,4,0.011699,71.4,2.7,2012,9,0,Monday,0,0.3351206434316354,125
2012-09-04,606,186.0,0.0,37,12,137,15149.0,4,0.015149,73.9,9.4,2012,9,1,Tuesday,0,0.3069306930693069,186
2012-09-05,601,155.0,1.0,30,17,108,10722.0,6,0.010722,75.9,13.8,2012,9,2,Wednesday,0,0.2579034941763727,155
2012-09-06,572,151.0,0.0,28,10,113,21287.0,15,0.021287,73.7,0.0,2012,9,3,Thursday,0,0.263986013986014,151
2012-09-07,680,207.0,0.0,31,18,158,29677.0,14,0.029677,74.8,2.6,2012,9,4,Friday,0,0.3044117647058823,207
2012-09-08,598,197.0,0.0,22,19,156,14318.0,4,0.014318,74.1,15.6,2012,9,5,Saturday,1,0.3294314381270903,197
2012-09-09,464,145.0,0.0,31,13,101,24833.0,4,0.024833,68.4,2.1,2012,9,6,Sunday,1,0.3125,145
2012-09-10,637,172.0,1.0,35,20,117,69979.0,9,0.069979,64.9,0.0,2012,9,0,Monday,0,0.27001569858712715,172
2012-09-11,521,127.0,0.0,28,20,79,87664.0,4,0.087664,62.2,0.0,2012,9,1,Tuesday,0,0.2437619961612284,127
2012-09-12,651,154.0,1.0,22,20,112,75470.0,4,0.07547,67.0,0.0,2012,9,2,Wednesday,0,0.23655913978494625,154
2012-09-13,632,172.0,2.0,29,20,123,90303.0,4,0.090303,67.6,0.0,2012,9,3,Thursday,0,0.2721518987341772,172
2012-09-14,609,165.0,0.0,34,20,111,95878.0,4,0.095878,68.3,0.0,2012,9,4,Friday,0,0.270935960591133,165
2012-09-15,557,155.0,2.0,26,22,107,93345.0,4,0.093345,66.6,0.1,2012,9,5,Saturday,1,0.27827648114901254,155
2012-09-16,458,125.0,1.0,19,8,98,75013.0,4,0.075013,63.6,0.0,2012,9,6,Sunday,1,0.27292576419213976,125
2012-09-17,452,114.0,2.0,25,12,77,71969.0,4,0.071969,65.6,0.0,2012,9,0,Monday,0,0.252212389380531,114
2012-09-18,556,178.0,1.0,48,10,120,76743.0,4,0.076743,69.8,32.6,2012,9,1,Tuesday,0,0.32014388489208634,178
2012-09-19,612,165.0,0.0,35,15,115,80633.0,4,0.080633,63.8,10.2,2012,9,2,Wednesday,0,0.2696078431372549,165
2012-09-20,522,132.0,3.0,26,11,95,86323.0,4,0.086323,60.9,0.2,2012,9,3,Thursday,0,0.25287356321839083,132
2012-09-21,654,201.0,1.0,46,17,138,93142.0,4,0.093142,63.9,0.0,2012,9,4,Friday,0,0.3073394495412844,201
2012-09-22,547,161.0,1.0,35,19,107,85107.0,4,0.085107,66.4,1.4,2012,9,5,Saturday,1,0.2943327239488117,161
2012-09-23,480,147.0,0.0,29,12,106,79715.0,4,0.079715,62.2,0.2,2012,9,6,Sunday,1,0.30625,147
2012-09-24,562,151.0,1.0,27,10,114,82096.0,4,0.082096,57.7,0.0,2012,9,0,Monday,0,0.26868327402135234,151
2012-09-25,594,180.0,2.0,51,15,114,80860.0,4,0.08086,60.4,0.0,2012,9,1,Tuesday,0,0.30303030303030304,180
2012-09-26,404,104.0,0.0,28,9,67,76685.0,4,0.076685,67.2,0.3,2012,9,2,Wednesday,0,0.25742574257425743,104
2012-09-27,620,159.0,1.0,41,16,102,74646.0,5,0.074646,66.2,4.7,2012,9,3,Thursday,0,0.2564516129032258,159
2012-09-28,703,188.0,2.0,40,14,134,20477.0,7,0.020477,66.4,10.2,2012,9,4,Friday,0,0.267425320056899,188
2012-09-29,485,134.0,1.0,21,11,102,47016.0,6,0.047016,60.0,1.0,2012,9,5,Saturday,1,0.27628865979381445,134
2012-09-30,449,145.0,2.0,14,7,124,39415.0,2,0.039415,59.3,0.2,2012,9,6,Sunday,1,0.32293986636971045,145
2012-10-01,555,162.0,1.0,38,15,109,40292.0,2,0.040292,59.6,0.0,2012,10,0,Monday,0,0.2918918918918919,162
2012-10-02,593,191.0,0.0,43,8,140,40149.0,2,0.040149,64.2,22.1,2012,10,1,Tuesday,0,0.3220910623946037,191
2012-10-03,502,120.0,1.0,27,10,83,43698.0,2,0.043698,67.8,1.2,2012,10,2,Wednesday,0,0.23904382470119523,120
2012-10-04,554,120.0,0.0,24,10,86,44094.0,2,0.044094,68.0,4.0,2012,10,3,Thursday,0,0.21660649819494585,120
2012-10-05,693,189.0,0.0,46,20,123,46387.0,2,0.046387,66.6,0.0,2012,10,4,Friday,0,0.2727272727272727,189
2012-10-06,500,132.0,0.0,20,10,102,42613.0,2,0.042613,65.0,0.2,2012,10,5,Saturday,1,0.264,132
2012-10-07,481,186.0,0.0,44,6,136,37136.0,2,0.037136,51.9,2.9,2012,10,6,Sunday,1,0.3866943866943867,186
2012-10-08,376,122.0,0.0,20,11,91,32196.0,6,0.032196,50.2,2.1,2012,10,0,Monday,0,0.324468085106383,122
2012-10-09,570,142.0,1.0,33,14,95,36981.0,3,0.036981,55.7,1.0,2012,10,1,Tuesday,0,0.24912280701754386,142
2012-10-10,640,187.0,0.0,39,13,135,29040.0,6,0.02904,59.5,1.0,2012,10,2,Wednesday,0,0.2921875,187
2012-10-11,657,145.0,0.0,47,18,80,34275.0,12,0.034275,52.5,0.0,2012,10,3,Thursday,0,0.2207001522070015,145
2012-10-12,594,150.0,0.0,29,8,113,37310.0,9,0.03731,49.7,0.0,2012,10,4,Friday,0,0.25252525252525254,150
2012-10-13,547,143.0,1.0,36,9,98,31270.0,3,0.03127,45.6,0.0,2012,10,5,Saturday,1,0.26142595978062155,143
2012-10-14,517,173.0,1.0,25,11,137,29994.0,3,0.029994,59.0,0.0,2012,10,6,Sunday,1,0.3346228239845261,173
2012-10-15,607,141.0,2.0,41,13,86,35827.0,3,0.035827,63.9,7.5,2012,10,0,Monday,0,0.23228995057660626,140
2012-10-16,602,172.0,1.0,48,8,116,39603.0,3,0.039603,53.8,0.0,2012,10,1,Tuesday,0,0.2857142857142857,172
2012-10-17,615,163.0,0.0,43,14,105,39723.0,3,0.039723,51.0,0.0,2012,10,2,Wednesday,0,0.26504065040650404,162
2012-10-18,630,141.0,0.0,35,11,94,38559.0,3,0.038559,56.5,0.4,2012,10,3,Thursday,0,0.22380952380952382,140
2012-10-19,738,201.0,2.0,38,6,156,41294.0,3,0.041294,63.2,30.0,2012,10,4,Friday,0,0.27235772357723576,200
2012-10-20,587,188.0,2.0,25,16,147,35060.0,3,0.03506,61.1,0.2,2012,10,5,Saturday,1,0.3202725724020443,188
2012-10-21,426,139.0,1.0,23,5,109,29174.0,3,0.029174,55.0,0.0,2012,10,6,Sunday,1,0.32629107981220656,137
2012-10-22,609,149.0,2.0,34,13,102,41889.0,12,0.041889,55.6,0.0,2012,10,0,Monday,0,0.24466338259441708,149
2012-10-23,522,127.0,1.0,33,13,81,24706.0,5,0.024706,56.4,1.2,2012,10,1,Tuesday,0,0.24329501915708812,127
2012-10-24,494,114.0,0.0,27,7,80,25314.0,2,0.025314,58.3,1.7,2012,10,2,Wednesday,0,0.23076923076923078,114
2012-10-25,511,159.0,1.0,35,10,114,27116.0,2,0.027116,58.2,0.7,2012,10,3,Thursday,0,0.3111545988258317,159
2012-10-26,598,166.0,2.0,31,16,119,27498.0,11,0.027498,60.5,0.0,2012,10,4,Friday,0,0.27759197324414714,166
2012-10-27,524,143.0,1.0,28,6,109,57702.0,2,0.057702,59.5,0.0,2012,10,5,Saturday,1,0.2729007633587786,143
2012-10-28,403,131.0,0.0,14,9,108,53242.0,2,0.053242,56.3,0.4,2012,10,6,Sunday,1,0.3250620347394541,131
2012-10-29,298,76.0,0.0,8,1,67,13464.0,23,0.013464,55.5,31.0,2012,10,0,Monday,0,0.2550335570469799,76
2012-10-30,372,88.0,0.0,14,8,66,10699.0,6,0.010699,52.8,9.6,2012,10,1,Tuesday,0,0.23655913978494625,88
2012-10-31,549,112.0,1.0,29,10,73,8457.0,5,0.008457,48.0,0.8,2012,10,2,Wednesday,0,0.2040072859744991,112
2012-11-01,439,121.0,1.0,21,18,82,7886.0,5,0.007886,46.8,0.0,2012,11,3,Thursday,0,0.275626423690205,121
2012-11-02,345,84.0,1.0,22,12,50,10571.0,5,0.010571,47.4,0.0,2012,11,4,Friday,0,0.24347826086956523,84
2012-11-03,307,85.0,0.0,22,5,58,8080.0,5,0.00808,43.7,0.0,2012,11,5,Saturday,1,0.2768729641693811,85
2012-11-04,344,94.0,0.0,21,7,66,8306.0,5,0.008306,42.9,0.0,2012,11,6,Sunday,1,0.27325581395348836,94
2012-11-05,479,130.0,0.0,29,11,90,12320.0,5,0.01232,41.3,0.0,2012,11,0,Monday,0,0.27139874739039666,130
2012-11-06,514,120.0,1.0,37,14,69,11208.0,5,0.011208,36.6,0.0,2012,11,1,Tuesday,0,0.23346303501945526,120
2012-11-07,718,200.0,0.0,68,5,127,9590.0,9,0.00959,36.0,17.9,2012,11,2,Wednesday,0,0.2785515320334262,200
2012-11-08,550,99.0,0.0,38,5,56,13231.0,6,0.013231,37.3,3.4,2012,11,3,Thursday,0,0.18,99
2012-11-09,688,150.0,0.0,52,10,88,28773.0,7,0.028773,38.4,0.0,2012,11,4,Friday,0,0.2180232558139535,150
2012-11-10,444,107.0,1.0,25,7,75,22958.0,5,0.022958,44.2,0.0,2012,11,5,Saturday,1,0.240990990990991,107
2012-11-11,526,141.0,0.0,30,5,106,26600.0,5,0.0266,50.1,0.0,2012,11,6,Sunday,1,0.26806083650190116,141
2012-11-12,547,129.0,0.0,39,7,83,29221.0,5,0.029221,54.0,0.0,2012,11,0,Monday,0,0.23583180987202926,129
2012-11-13,648,169.0,0.0,39,16,114,30105.0,5,0.030105,48.9,5.2,2012,11,1,Tuesday,0,0.26080246913580246,169
2012-11-14,625,135.0,1.0,43,9,83,31128.0,5,0.031128,39.8,0.0,2012,11,2,Wednesday,0,0.216,135
2012-11-15,623,129.0,1.0,38,12,79,32153.0,5,0.032153,38.1,0.0,2012,11,3,Thursday,0,0.20706260032102727,129
2012-11-16,672,148.0,0.0,40,9,99,114744.0,15,0.114744,38.6,0.0,2012,11,4,Friday,0,0.22023809523809523,148
2012-11-17,542,143.0,1.0,31,7,105,142600.0,4,0.1426,39.9,0.0,2012,11,5,Saturday,1,0.26383763837638374,143
2012-11-18,446,126.0,1.0,26,5,95,136678.0,4,0.136678,40.6,0.0,2012,11,6,Sunday,1,0.2825112107623318,126
2012-11-19,585,139.0,0.0,34,7,98,147672.0,4,0.147672,42.9,0.0,2012,11,0,Monday,0,0.2376068376068376,139
2012-11-20,671,180.0,2.0,46,16,118,157186.0,4,0.157186,41.6,0.0,2012,11,1,Tuesday,0,0.26825633383010433,180
2012-11-21,689,186.0,0.0,45,18,123,157660.0,4,0.15766,42.1,0.0,2012,11,2,Wednesday,0,0.26995645863570394,186
2012-11-22,384,112.0,1.0,19,4,89,133313.0,4,0.133313,42.5,0.0,2012,11,3,Thursday,0,0.2916666666666667,112
2012-11-23,481,136.0,0.0,32,4,100,137439.0,4,0.137439,43.7,0.3,2012,11,4,Friday,0,0.28274428274428276,136
2012-11-24,458,127.0,0.0,15,5,107,135002.0,4,0.135002,40.5,0.2,2012,11,5,Saturday,1,0.27729257641921395,127
2012-11-25,415,120.0,1.0,13,12,95,138508.0,4,0.138508,35.4,0.0,2012,11,6,Sunday,1,0.2891566265060241,120
2012-11-26,563,174.0,1.0,40,13,121,64617.0,5,0.064617,36.3,0.0,2012,11,0,Monday,0,0.30905861456483125,174
2012-11-27,583,134.0,0.0,56,6,72,31341.0,4,0.031341,35.6,10.2,2012,11,1,Tuesday,0,0.22984562607204118,134
2012-11-28,512,112.0,0.0,42,11,59,33957.0,4,0.033957,35.3,0.0,2012,11,2,Wednesday,0,0.21875,112
2012-11-29,515,125.0,0.0,31,7,87,37041.0,5,0.037041,35.1,0.0,2012,11,3,Thursday,0,0.24271844660194175,125
2012-11-30,576,140.0,1.0,43,10,87,30207.0,5,0.030207,37.2,0.0,2012,11,4,Friday,0,0.24305555555555555,140
2012-12-01,480,128.0,0.0,28,8,92,21622.0,2,0.021622,42.7,0.0,2012,12,5,Saturday,1,0.26666666666666666,128
2012-12-02,455,121.0,0.0,29,9,83,20124.0,2,0.020124,43.8,2.5,2012,12,6,Sunday,1,0.26593406593406593,121
2012-12-03,621,140.0,0.0,38,6,96,13645.0,12,0.013645,50.1,0.3,2012,12,0,Monday,0,0.22544283413848631,140
2012-12-04,621,175.0,0.0,40,6,129,10398.0,4,0.010398,52.3,0.4,2012,12,1,Tuesday,0,0.28180354267310787,175
2012-12-05,514,120.0,0.0,38,9,73,10571.0,4,0.010571,49.2,0.4,2012,12,2,Wednesday,0,0.23346303501945526,120
2012-12-06,620,149.0,0.0,27,9,113,10322.0,4,0.010322,33.9,0.0,2012,12,3,Thursday,0,0.2403225806451613,149
2012-12-07,714,203.0,0.0,79,7,117,27187.0,11,0.027187,36.6,2.5,2012,12,4,Friday,0,0.28431372549019607,203
2012-12-08,580,179.0,1.0,45,6,128,31116.0,4,0.031116,45.1,9.5,2012,12,5,Saturday,1,0.3086206896551724,179
2012-12-09,544,192.0,0.0,48,4,140,26496.0,4,0.026496,44.0,4.4,2012,12,6,Sunday,1,0.35294117647058826,192
2012-12-10,619,156.0,0.0,53,5,98,28321.0,8,0.028321,53.7,2.3,2012,12,0,Monday,0,0.2520193861066236,156
2012-12-11,578,147.0,0.0,41,8,98,31317.0,5,0.031317,45.2,0.8,2012,12,1,Tuesday,0,0.25432525951557095,147
2012-12-12,550,150.0,0.0,40,14,96,11585.0,8,0.011585,37.5,0.0,2012,12,2,Wednesday,0,0.2727272727272727,150
2012-12-13,545,131.0,1.0,44,13,74,12356.0,5,0.012356,37.0,0.0,2012,12,3,Thursday,0,0.24036697247706423,131
2012-12-14,648,161.0,2.0,47,14,100,10993.0,5,0.010993,35.6,0.0,2012,12,4,Friday,0,0.24845679012345678,161
2012-12-15,523,151.0,2.0,31,7,113,8105.0,4,0.008105,36.2,0.0,2012,12,5,Saturday,1,0.2887189292543021,151
2012-12-16,500,170.0,3.0,47,6,117,5249.0,4,0.005249,43.7,1.7,2012,12,6,Sunday,1,0.34,170
2012-12-17,649,178.0,2.0,63,8,107,6980.0,9,0.00698,43.0,6.0,2012,12,0,Monday,0,0.27426810477657937,178
2012-12-18,645,153.0,1.0,48,7,98,6663.0,4,0.006663,48.5,11.1,2012,12,1,Tuesday,0,0.2372093023255814,153
2012-12-19,590,132.0,2.0,43,11,78,6859.0,4,0.006859,41.3,0.0,2012,12,2,Wednesday,0,0.22372881355932203,132
2012-12-20,606,169.0,1.0,43,7,119,7178.0,4,0.007178,37.0,0.7,2012,12,3,Thursday,0,0.27887788778877887,169
2012-12-21,751,199.0,0.0,61,11,127,42885.0,12,0.042885,45.5,29.3,2012,12,4,Friday,0,0.26498002663115844,199
2012-12-22,542,134.0,0.0,28,5,101,40685.0,2,0.040685,35.8,0.0,2012,12,5,Saturday,1,0.24723247232472326,134
2012-12-23,408,110.0,0.0,15,5,90,34844.0,2,0.034844,35.2,0.0,2012,12,6,Sunday,1,0.2696078431372549,110
2012-12-24,518,163.0,1.0,35,5,123,40421.0,2,0.040421,33.1,2.5,2012,12,0,Monday,0,0.31467181467181465,163
2012-12-25,354,122.0,0.0,14,1,107,27678.0,2,0.027678,36.9,1.1,2012,12,1,Tuesday,0,0.3446327683615819,122
2012-12-26,531,148.0,3.0,71,2,75,25503.0,5,0.025503,32.7,17.6,2012,12,2,Wednesday,0,0.2787193973634652,148
2012-12-27,525,113.0,1.0,43,5,65,25747.0,1,0.025747,37.8,11.5,2012,12,3,Thursday,0,0.21523809523809523,113
2012-12-28,557,133.0,3.0,28,5,100,23592.0,1,0.023592,31.2,0.0,2012,12,4,Friday,0,0.23877917414721722,133
2012-12-29,442,131.0,2.0,57,3,71,13515.0,1,0.013515,31.8,8.4,2012,12,5,Saturday,1,0.29638009049773756,131
2012-12-30,411,135.0,1.0,36,2,97,18474.0,1,0.018474,28.8,0.0,2012,12,6,Sunday,1,0.3284671532846715,135
2012-12-31,482,98.0,1.0,34,4,60,28882.0,1,0.028882,29.9,0.0,2012,12,0,Monday,0,0.2033195020746888,98
2013-01-01,381,157.0,0.0,34,3,120,18312.0,1,0.018312,34.2,0.0,2013,1,1,Tuesday,0,0.4120734908136483,157
2013-01-02,480,123.0,1.0,22,3,98,26089.0,1,0.026089,24.7,0.0,2013,1,2,Wednesday,0,0.25625,123
2013-01-03,549,125.0,0.0,43,10,72,24023.0,1,0.024023,24.7,0.0,2013,1,3,Thursday,0,0.22768670309653916,125
2013-01-04,505,97.0,3.0,31,6,60,12183.0,7,0.012183,30.1,0.0,2013,1,4,Friday,0,0.19207920792079208,97
2013-01-05,389,111.0,4.0,28,4,79,4899.0,2,0.004899,32.5,0.0,2013,1,5,Saturday,1,0.2853470437017995,111
2013-01-06,393,109.0,1.0,25,7,77,3640.0,2,0.00364,34.4,0.4,2013,1,6,Sunday,1,0.27735368956743,109
2013-01-07,521,146.0,1.0,38,4,104,6617.0,2,0.006617,34.9,0.0,2013,1,0,Monday,0,0.2802303262955854,146
2013-01-08,513,119.0,0.0,30,7,82,7142.0,2,0.007142,34.7,0.0,2013,1,1,Tuesday,0,0.23196881091617932,119
2013-01-09,487,120.0,0.0,40,11,69,6749.0,2,0.006749,39.1,0.0,2013,1,2,Wednesday,0,0.2464065708418891,120
2013-01-10,555,146.0,0.0,51,5,90,6933.0,2,0.006933,38.8,0.0,2013,1,3,Thursday,0,0.26306306306306304,146
2013-01-11,660,212.0,1.0,77,5,130,7207.0,2,0.007207,36.9,9.5,2013,1,4,Friday,0,0.3212121212121212,212
2013-01-12,475,144.0,1.0,32,6,106,10737.0,3,0.010737,44.5,1.8,2013,1,5,Saturday,1,0.3031578947368421,144
2013-01-13,373,126.0,0.0,18,5,103,7456.0,3,0.007456,44.3,0.0,2013,1,6,Sunday,1,0.3378016085790885,126
2013-01-14,542,124.0,0.0,35,9,80,12111.0,3,0.012111,50.1,0.3,2013,1,0,Monday,0,0.22878228782287824,124
2013-01-15,516,109.0,0.0,34,4,71,12433.0,3,0.012433,37.6,3.5,2013,1,1,Tuesday,0,0.21124031007751937,109
2013-01-16,578,148.0,1.0,56,5,87,11923.0,3,0.011923,34.3,15.2,2013,1,2,Wednesday,0,0.2560553633217993,148
2013-01-17,491,134.0,1.0,42,12,80,12576.0,3,0.012576,37.3,0.1,2013,1,3,Thursday,0,0.2729124236252546,134
2013-01-18,561,141.0,1.0,40,7,94,13743.0,3,0.013743,27.8,1.0,2013,1,4,Friday,0,0.25133689839572193,141
2013-01-19,484,125.0,1.0,22,7,96,9268.0,7,0.009268,35.2,0.0,2013,1,5,Saturday,1,0.25826446280991733,125
2013-01-20,393,99.0,1.0,14,3,82,8448.0,3,0.008448,41.6,0.0,2013,1,6,Sunday,1,0.25190839694656486,99
2013-01-21,355,85.0,0.0,25,10,50,65830.0,3,0.06583,29.8,0.1,2013,1,0,Monday,0,0.23943661971830985,85
