Date,BOROUGH,daily_crashes,persons_injured,persons_killed,ped_injured,cyc_injured,motorist_injured,city_daily_volume,city_seg_count,vol_M,boro_daily_volume,boro_seg_count,temp_F,precip_mm,year,month,dow_num,day_of_week,is_weekend
2012-07-01,BRONX,39,11.0,0.0,1,2,8,44390.0,4,0.04439,,,81.6,1.7,2012,7,6,Sunday,1
2012-07-01,BROOKLYN,135,47.0,0.0,11,4,32,44390.0,4,0.04439,30576.0,2.0,81.6,1.7,2012,7,6,Sunday,1
2012-07-01,MANHATTAN,119,36.0,0.0,15,3,18,44390.0,4,0.04439,,,81.6,1.7,2012,7,6,Sunday,1
2012-07-01,QUEENS,101,26.0,0.0,3,0,23,44390.0,4,0.04439,13814.0,2.0,81.6,1.7,2012,7,6,Sunday,1
2012-07-01,STATEN ISLAND,26,8.0,0.0,0,0,8,44390.0,4,0.04439,,,81.6,1.7,2012,7,6,Sunday,1
2012-07-02,BRONX,71,17.0,0.0,5,1,11,55663.0,4,0.055663,,,78.5,0.0,2012,7,0,Monday,0
2012-07-02,BROOKLYN,140,54.0,1.0,12,7,35,55663.0,4,0.055663,30679.0,2.0,78.5,0.0,2012,7,0,Monday,0
2012-07-02,MANHATTAN,113,19.0,0.0,5,9,5,55663.0,4,0.055663,,,78.5,0.0,2012,7,0,Monday,0
2012-07-02,QUEENS,94,35.0,0.0,3,6,26,55663.0,4,0.055663,24984.0,2.0,78.5,0.0,2012,7,0,Monday,0
2012-07-02,STATEN ISLAND,25,6.0,0.0,0,0,6,55663.0,4,0.055663,,,78.5,0.0,2012,7,0,Monday,0
2012-07-03,BRONX,73,31.0,0.0,4,2,25,64154.0,4,0.064154,,,78.7,0.0,2012,7,1,Tuesday,0
2012-07-03,BROOKLYN,167,63.0,0.0,12,7,44,64154.0,4,0.064154,32216.0,2.0,78.7,0.0,2012,7,1,Tuesday,0
2012-07-03,MANHATTAN,150,25.0,0.0,7,1,17,64154.0,4,0.064154,,,78.7,0.0,2012,7,1,Tuesday,0
2012-07-03,QUEENS,136,46.0,1.0,9,5,32,64154.0,4,0.064154,31938.0,2.0,78.7,0.0,2012,7,1,Tuesday,0
2012-07-03,STATEN ISLAND,22,2.0,0.0,1,0,1,64154.0,4,0.064154,,,78.7,0.0,2012,7,1,Tuesday,0
2012-07-04,BRONX,51,24.0,0.0,5,1,18,31044.0,7,0.031044,,,80.4,3.9,2012,7,2,Wednesday,0
2012-07-04,BROOKLYN,94,37.0,0.0,5,4,28,31044.0,7,0.031044,7789.0,5.0,80.4,3.9,2012,7,2,Wednesday,0
2012-07-04,MANHATTAN,65,15.0,0.0,4,1,10,31044.0,7,0.031044,,,80.4,3.9,2012,7,2,Wednesday,0
2012-07-04,QUEENS,93,30.0,0.0,4,3,23,31044.0,7,0.031044,23255.0,2.0,80.4,3.9,2012,7,2,Wednesday,0
2012-07-04,STATEN ISLAND,22,4.0,0.0,0,0,4,31044.0,7,0.031044,,,80.4,3.9,2012,7,2,Wednesday,0
2012-07-05,BRONX,60,12.0,0.0,5,0,7,31687.0,4,0.031687,,,84.2,0.0,2012,7,3,Thursday,0
2012-07-05,BROOKLYN,153,48.0,1.0,10,5,33,31687.0,4,0.031687,6162.0,2.0,84.2,0.0,2012,7,3,Thursday,0
2012-07-05,MANHATTAN,107,14.0,0.0,6,1,7,31687.0,4,0.031687,,,84.2,0.0,2012,7,3,Thursday,0
2012-07-05,QUEENS,123,32.0,0.0,4,2,26,31687.0,4,0.031687,25525.0,2.0,84.2,0.0,2012,7,3,Thursday,0
2012-07-05,STATEN ISLAND,24,4.0,0.0,0,1,3,31687.0,4,0.031687,,,84.2,0.0,2012,7,3,Thursday,0
2012-07-06,BRONX,59,18.0,0.0,2,0,16,16330.0,5,0.01633,,,80.4,0.0,2012,7,4,Friday,0
2012-07-06,BROOKLYN,131,58.0,0.0,10,5,43,16330.0,5,0.01633,5043.0,3.0,80.4,0.0,2012,7,4,Friday,0
2012-07-06,MANHATTAN,147,34.0,0.0,15,5,14,16330.0,5,0.01633,,,80.4,0.0,2012,7,4,Friday,0
2012-07-06,QUEENS,131,32.0,0.0,5,4,23,16330.0,5,0.01633,11287.0,2.0,80.4,0.0,2012,7,4,Friday,0
2012-07-06,STATEN ISLAND,34,8.0,0.0,0,0,8,16330.0,5,0.01633,,,80.4,0.0,2012,7,4,Friday,0
2012-07-07,BRONX,49,23.0,0.0,8,0,15,12480.0,4,0.01248,,,86.4,1.6,2012,7,5,Saturday,1
2012-07-07,BROOKLYN,111,29.0,0.0,5,4,20,12480.0,4,0.01248,5043.0,3.0,86.4,1.6,2012,7,5,Saturday,1
2012-07-07,MANHATTAN,98,24.0,0.0,2,5,17,12480.0,4,0.01248,,,86.4,1.6,2012,7,5,Saturday,1
2012-07-07,QUEENS,93,22.0,0.0,5,2,15,12480.0,4,0.01248,7437.0,1.0,86.4,1.6,2012,7,5,Saturday,1
2012-07-07,STATEN ISLAND,27,8.0,0.0,0,0,8,12480.0,4,0.01248,,,86.4,1.6,2012,7,5,Saturday,1
2012-07-08,BRONX,50,15.0,0.0,2,1,12,12133.0,4,0.012133,,,80.9,0.0,2012,7,6,Sunday,1
2012-07-08,BROOKLYN,112,34.0,1.0,6,4,24,12133.0,4,0.012133,5142.0,3.0,80.9,0.0,2012,7,6,Sunday,1
2012-07-08,MANHATTAN,70,12.0,0.0,3,4,5,12133.0,4,0.012133,,,80.9,0.0,2012,7,6,Sunday,1
2012-07-08,QUEENS,80,31.0,0.0,3,1,27,12133.0,4,0.012133,6991.0,1.0,80.9,0.0,2012,7,6,Sunday,1
2012-07-08,STATEN ISLAND,22,3.0,0.0,0,0,3,12133.0,4,0.012133,,,80.9,0.0,2012,7,6,Sunday,1
2012-07-09,BRONX,58,15.0,0.0,6,2,7,19658.0,4,0.019658,,,78.4,0.0,2012,7,0,Monday,0
2012-07-09,BROOKLYN,117,35.0,0.0,4,5,26,19658.0,4,0.019658,6989.0,3.0,78.4,0.0,2012,7,0,Monday,0
2012-07-09,MANHATTAN,104,30.0,0.0,6,3,21,19658.0,4,0.019658,,,78.4,0.0,2012,7,0,Monday,0
2012-07-09,QUEENS,113,30.0,0.0,5,4,21,19658.0,4,0.019658,12669.0,1.0,78.4,0.0,2012,7,0,Monday,0
2012-07-09,STATEN ISLAND,16,3.0,0.0,1,0,2,19658.0,4,0.019658,,,78.4,0.0,2012,7,0,Monday,0
2012-07-10,BRONX,42,15.0,0.0,6,0,9,22695.0,4,0.022695,,,76.1,0.0,2012,7,1,Tuesday,0
2012-07-10,BROOKLYN,128,44.0,0.0,10,9,25,22695.0,4,0.022695,7140.0,3.0,76.1,0.0,2012,7,1,Tuesday,0
2012-07-10,MANHATTAN,123,25.0,0.0,12,3,10,22695.0,4,0.022695,,,76.1,0.0,2012,7,1,Tuesday,0
2012-07-10,QUEENS,93,23.0,0.0,8,1,14,22695.0,4,0.022695,15555.0,1.0,76.1,0.0,2012,7,1,Tuesday,0
2012-07-10,STATEN ISLAND,24,4.0,0.0,2,0,2,22695.0,4,0.022695,,,76.1,0.0,2012,7,1,Tuesday,0
2012-07-11,BRONX,51,15.0,0.0,6,1,8,22996.0,4,0.022996,,,75.2,0.0,2012,7,2,Wednesday,0
2012-07-11,BROOKLYN,140,54.0,0.0,4,11,39,22996.0,4,0.022996,6873.0,3.0,75.2,0.0,2012,7,2,Wednesday,0
2012-07-11,MANHATTAN,110,26.0,0.0,9,8,9,22996.0,4,0.022996,,,75.2,0.0,2012,7,2,Wednesday,0
2012-07-11,QUEENS,102,22.0,0.0,3,2,17,22996.0,4,0.022996,16123.0,1.0,75.2,0.0,2012,7,2,Wednesday,0
2012-07-11,STATEN ISLAND,24,5.0,0.0,1,0,4,22996.0,4,0.022996,,,75.2,0.0,2012,7,2,Wednesday,0
2012-07-12,BRONX,53,18.0,1.0,1,0,17,21282.0,4,0.021282,,,76.8,0.0,2012,7,3,Thursday,0
2012-07-12,BROOKLYN,147,46.0,0.0,15,10,21,21282.0,4,0.021282,5031.0,3.0,76.8,0.0,2012,7,3,Thursday,0
2012-07-12,MANHATTAN,131,17.0,0.0,8,1,8,21282.0,4,0.021282,,,76.8,0.0,2012,7,3,Thursday,0
2012-07-12,QUEENS,88,23.0,0.0,4,4,15,21282.0,4,0.021282,16251.0,1.0,76.8,0.0,2012,7,3,Thursday,0
2012-07-12,STATEN ISLAND,26,9.0,0.0,1,1,7,21282.0,4,0.021282,,,76.8,0.0,2012,7,3,Thursday,0
2012-07-13,BRONX,59,24.0,1.0,3,0,21,20469.0,4,0.020469,,,78.9,0.0,2012,7,4,Friday,0
2012-07-13,BROOKLYN,143,45.0,0.0,10,5,30,20469.0,4,0.020469,4163.0,3.0,78.9,0.0,2012,7,4,Friday,0
2012-07-13,MANHATTAN,128,28.0,0.0,7,6,15,20469.0,4,0.020469,,,78.9,0.0,2012,7,4,Friday,0
2012-07-13,QUEENS,103,38.0,0.0,4,6,28,20469.0,4,0.020469,16306.0,1.0,78.9,0.0,2012,7,4,Friday,0
2012-07-13,STATEN ISLAND,24,5.0,0.0,1,0,4,20469.0,4,0.020469,,,78.9,0.0,2012,7,4,Friday,0
2012-07-14,BRONX,53,26.0,1.0,3,2,21,19088.0,4,0.019088,,,79.5,0.0,2012,7,5,Saturday,1
2012-07-14,BROOKLYN,123,52.0,0.0,10,4,38,19088.0,4,0.019088,5722.0,3.0,79.5,0.0,2012,7,5,Saturday,1
2012-07-14,MANHATTAN,110,15.0,1.0,5,1,9,19088.0,4,0.019088,,,79.5,0.0,2012,7,5,Saturday,1
2012-07-14,QUEENS,91,25.0,0.0,9,0,16,19088.0,4,0.019088,13366.0,1.0,79.5,0.0,2012,7,5,Saturday,1
2012-07-14,STATEN ISLAND,30,2.0,0.0,0,0,2,19088.0,4,0.019088,,,79.5,0.0,2012,7,5,Saturday,1
2012-07-15,BRONX,46,11.0,0.0,0,1,10,17214.0,4,0.017214,,,78.9,5.7,2012,7,6,Sunday,1
2012-07-15,BROOKLYN,114,43.0,0.0,6,3,34,17214.0,4,0.017214,5058.0,3.0,78.9,5.7,2012,7,6,Sunday,1
2012-07-15,MANHATTAN,108,17.0,0.0,2,1,14,17214.0,4,0.017214,,,78.9,5.7,2012,7,6,Sunday,1
2012-07-15,QUEENS,82,31.0,0.0,5,1,25,17214.0,4,0.017214,12156.0,1.0,78.9,5.7,2012,7,6,Sunday,1
2012-07-15,STATEN ISLAND,25,6.0,0.0,0,0,6,17214.0,4,0.017214,,,78.9,5.7,2012,7,6,Sunday,1
2012-07-16,BRONX,51,23.0,1.0,3,0,20,27927.0,8,0.027927,,,81.7,0.5,2012,7,0,Monday,0
2012-07-16,BROOKLYN,138,59.0,1.0,11,8,40,27927.0,8,0.027927,11659.0,7.0,81.7,0.5,2012,7,0,Monday,0
2012-07-16,MANHATTAN,100,20.0,0.0,4,4,12,27927.0,8,0.027927,,,81.7,0.5,2012,7,0,Monday,0
2012-07-16,QUEENS,97,26.0,0.0,1,3,22,27927.0,8,0.027927,16268.0,1.0,81.7,0.5,2012,7,0,Monday,0
2012-07-16,STATEN ISLAND,21,11.0,0.0,2,0,9,27927.0,8,0.027927,,,81.7,0.5,2012,7,0,Monday,0
2012-07-17,BRONX,53,17.0,0.0,1,1,15,12965.0,10,0.012965,,,84.9,0.0,2012,7,1,Tuesday,0
2012-07-17,BROOKLYN,145,47.0,0.0,9,9,29,12965.0,10,0.012965,9608.0,9.0,84.9,0.0,2012,7,1,Tuesday,0
2012-07-17,MANHATTAN,137,29.0,0.0,8,5,16,12965.0,10,0.012965,,,84.9,0.0,2012,7,1,Tuesday,0
2012-07-17,QUEENS,124,41.0,0.0,10,2,29,12965.0,10,0.012965,3357.0,1.0,84.9,0.0,2012,7,1,Tuesday,0
2012-07-17,STATEN ISLAND,25,1.0,0.0,0,0,1,12965.0,10,0.012965,,,84.9,0.0,2012,7,1,Tuesday,0
2012-07-18,BRONX,63,14.0,0.0,3,2,9,10142.0,4,0.010142,,,87.7,1.8,2012,7,2,Wednesday,0
2012-07-18,BROOKLYN,114,29.0,0.0,6,5,18,10142.0,4,0.010142,10142.0,4.0,87.7,1.8,2012,7,2,Wednesday,0
2012-07-18,MANHATTAN,127,20.0,0.0,6,7,7,10142.0,4,0.010142,,,87.7,1.8,2012,7,2,Wednesday,0
2012-07-18,QUEENS,106,20.0,1.0,5,1,14,10142.0,4,0.010142,,,87.7,1.8,2012,7,2,Wednesday,0
2012-07-18,STATEN ISLAND,28,8.0,0.0,2,0,6,10142.0,4,0.010142,,,87.7,1.8,2012,7,2,Wednesday,0
2012-07-19,BRONX,36,22.0,0.0,3,0,19,6958.0,4,0.006958,,,75.8,2.5,2012,7,3,Thursday,0
2012-07-19,BROOKLYN,104,34.0,0.0,10,2,22,6958.0,4,0.006958,6958.0,4.0,75.8,2.5,2012,7,3,Thursday,0
2012-07-19,MANHATTAN,118,17.0,0.0,7,4,6,6958.0,4,0.006958,,,75.8,2.5,2012,7,3,Thursday,0
2012-07-19,QUEENS,106,33.0,0.0,9,3,21,6958.0,4,0.006958,,,75.8,2.5,2012,7,3,Thursday,0
2012-07-19,STATEN ISLAND,24,4.0,0.0,1,0,3,6958.0,4,0.006958,,,75.8,2.5,2012,7,3,Thursday,0
2012-07-20,BRONX,48,22.0,0.0,1,0,21,5649.0,4,0.005649,,,67.5,38.7,2012,7,4,Friday,0
2012-07-20,BROOKLYN,122,41.0,0.0,5,4,32,5649.0,4,0.005649,5649.0,4.0,67.5,38.7,2012,7,4,Friday,0
2012-07-20,MANHATTAN,142,25.0,0.0,6,1,18,5649.0,4,0.005649,,,67.5,38.7,2012,7,4,Friday,0
2012-07-20,QUEENS,132,25.0,0.0,4,3,18,5649.0,4,0.005649,,,67.5,38.7,2012,7,4,Friday,0
2012-07-20,STATEN ISLAND,28,8.0,0.0,1,0,7,5649.0,4,0.005649,,,67.5,38.7,2012,7,4,Friday,0
2012-07-21,BRONX,54,17.0,0.0,4,3,10,8372.0,5,0.008372,,,68.9,0.0,2012,7,5,Saturday,1
2012-07-21,BROOKLYN,95,32.0,0.0,7,6,19,8372.0,5,0.008372,581.0,4.0,68.9,0.0,2012,7,5,Saturday,1
2012-07-21,MANHATTAN,120,25.0,0.0,5,5,15,8372.0,5,0.008372,7791.0,1.0,68.9,0.0,2012,7,5,Saturday,1
2012-07-21,QUEENS,105,29.0,1.0,6,3,20,8372.0,5,0.008372,,,68.9,0.0,2012,7,5,Saturday,1
2012-07-21,STATEN ISLAND,13,7.0,0.0,0,0,7,8372.0,5,0.008372,,,68.9,0.0,2012,7,5,Saturday,1
2012-07-22,BRONX,50,24.0,0.0,6,1,17,7882.0,4,0.007882,,,72.2,0.0,2012,7,6,Sunday,1
2012-07-22,BROOKLYN,131,52.0,1.0,11,5,36,7882.0,4,0.007882,687.0,3.0,72.2,0.0,2012,7,6,Sunday,1
2012-07-22,MANHATTAN,98,24.0,0.0,5,3,16,7882.0,4,0.007882,7195.0,1.0,72.2,0.0,2012,7,6,Sunday,1
2012-07-22,QUEENS,88,30.0,5.0,1,5,24,7882.0,4,0.007882,,,72.2,0.0,2012,7,6,Sunday,1
2012-07-22,STATEN ISLAND,20,2.0,0.0,1,1,0,7882.0,4,0.007882,,,72.2,0.0,2012,7,6,Sunday,1
2012-07-23,BRONX,47,12.0,0.0,1,2,9,13513.0,5,0.013513,3653.0,1.0,77.1,0.3,2012,7,0,Monday,0
2012-07-23,BROOKLYN,130,52.0,0.0,9,5,38,13513.0,5,0.013513,1645.0,3.0,77.1,0.3,2012,7,0,Monday,0
2012-07-23,MANHATTAN,109,21.0,0.0,11,1,9,13513.0,5,0.013513,8215.0,1.0,77.1,0.3,2012,7,0,Monday,0
2012-07-23,QUEENS,95,27.0,0.0,2,0,25,13513.0,5,0.013513,,,77.1,0.3,2012,7,0,Monday,0
2012-07-23,STATEN ISLAND,13,2.0,0.0,0,0,2,13513.0,5,0.013513,,,77.1,0.3,2012,7,0,Monday,0
2012-07-24,BRONX,58,10.0,0.0,3,0,7,15226.0,6,0.015226,5045.0,1.0,81.1,0.0,2012,7,1,Tuesday,0
2012-07-24,BROOKLYN,124,27.0,0.0,3,3,21,15226.0,6,0.015226,9052.0,4.0,81.1,0.0,2012,7,1,Tuesday,0
2012-07-24,MANHATTAN,139,20.0,0.0,13,3,4,15226.0,6,0.015226,1129.0,1.0,81.1,0.0,2012,7,1,Tuesday,0
2012-07-24,QUEENS,98,20.0,0.0,3,2,15,15226.0,6,0.015226,,,81.1,0.0,2012,7,1,Tuesday,0
2012-07-24,STATEN ISLAND,28,3.0,0.0,0,1,2,15226.0,6,0.015226,,,81.1,0.0,2012,7,1,Tuesday,0
2012-07-25,BRONX,70,16.0,0.0,3,4,9,14929.0,4,0.014929,5059.0,1.0,75.8,0.0,2012,7,2,Wednesday,0
2012-07-25,BROOKLYN,136,42.0,0.0,9,6,27,14929.0,4,0.014929,9870.0,3.0,75.8,0.0,2012,7,2,Wednesday,0
2012-07-25,MANHATTAN,131,26.0,0.0,10,5,11,14929.0,4,0.014929,,,75.8,0.0,2012,7,2,Wednesday,0
2012-07-25,QUEENS,110,37.0,0.0,6,3,28,14929.0,4,0.014929,,,75.8,0.0,2012,7,2,Wednesday,0
2012-07-25,STATEN ISLAND,24,19.0,0.0,1,0,18,14929.0,4,0.014929,,,75.8,0.0,2012,7,2,Wednesday,0
2012-07-26,BRONX,51,13.0,0.0,3,4,6,14893.0,4,0.014893,5081.0,1.0,78.9,7.5,2012,7,3,Thursday,0
2012-07-26,BROOKLYN,128,33.0,0.0,8,4,21,14893.0,4,0.014893,9812.0,3.0,78.9,7.5,2012,7,3,Thursday,0
2012-07-26,MANHATTAN,159,35.0,0.0,9,6,20,14893.0,4,0.014893,,,78.9,7.5,2012,7,3,Thursday,0
2012-07-26,QUEENS,123,39.0,0.0,9,2,28,14893.0,4,0.014893,,,78.9,7.5,2012,7,3,Thursday,0
2012-07-26,STATEN ISLAND,32,8.0,0.0,0,1,7,14893.0,4,0.014893,,,78.9,7.5,2012,7,3,Thursday,0
2012-07-27,BRONX,52,14.0,0.0,4,4,6,11675.0,5,0.011675,5576.0,1.0,80.0,4.8,2012,7,4,Friday,0
2012-07-27,BROOKLYN,141,32.0,0.0,13,2,17,11675.0,5,0.011675,6099.0,4.0,80.0,4.8,2012,7,4,Friday,0
2012-07-27,MANHATTAN,145,31.0,0.0,5,3,23,11675.0,5,0.011675,,,80.0,4.8,2012,7,4,Friday,0
2012-07-27,QUEENS,123,36.0,0.0,7,1,28,11675.0,5,0.011675,,,80.0,4.8,2012,7,4,Friday,0
2012-07-27,STATEN ISLAND,35,14.0,0.0,0,3,11,11675.0,5,0.011675,,,80.0,4.8,2012,7,4,Friday,0
2012-07-28,BRONX,53,16.0,0.0,3,0,13,9676.0,3,0.009676,4622.0,1.0,75.4,22.9,2012,7,5,Saturday,1
2012-07-28,BROOKLYN,111,57.0,0.0,11,7,39,9676.0,3,0.009676,5054.0,2.0,75.4,22.9,2012,7,5,Saturday,1
2012-07-28,MANHATTAN,116,17.0,0.0,3,5,9,9676.0,3,0.009676,,,75.4,22.9,2012,7,5,Saturday,1
2012-07-28,QUEENS,105,36.0,0.0,1,4,31,9676.0,3,0.009676,,,75.4,22.9,2012,7,5,Saturday,1
2012-07-28,STATEN ISLAND,29,7.0,1.0,3,0,4,9676.0,3,0.009676,,,75.4,22.9,2012,7,5,Saturday,1
2012-07-29,BRONX,42,7.0,0.0,1,0,6,8419.0,3,0.008419,3951.0,1.0,72.3,7.8,2012,7,6,Sunday,1
2012-07-29,BROOKLYN,62,32.0,0.0,4,4,24,8419.0,3,0.008419,4468.0,2.0,72.3,7.8,2012,7,6,Sunday,1
2012-07-29,MANHATTAN,84,12.0,0.0,0,3,9,8419.0,3,0.008419,,,72.3,7.8,2012,7,6,Sunday,1
2012-07-29,QUEENS,83,20.0,0.0,5,2,13,8419.0,3,0.008419,,,72.3,7.8,2012,7,6,Sunday,1
2012-07-29,STATEN ISLAND,26,9.0,0.0,1,0,8,8419.0,3,0.008419,,,72.3,7.8,2012,7,6,Sunday,1
2012-07-30,BRONX,48,20.0,0.0,6,3,11,12628.0,7,0.012628,806.0,1.0,72.1,0.8,2012,7,0,Monday,0
2012-07-30,BROOKLYN,131,51.0,0.0,11,7,33,12628.0,7,0.012628,674.0,2.0,72.1,0.8,2012,7,0,Monday,0
2012-07-30,MANHATTAN,124,23.0,2.0,9,2,12,12628.0,7,0.012628,,,72.1,0.8,2012,7,0,Monday,0
2012-07-30,QUEENS,97,23.0,0.0,3,4,16,12628.0,7,0.012628,11148.0,4.0,72.1,0.8,2012,7,0,Monday,0
2012-07-30,STATEN ISLAND,19,1.0,0.0,1,0,0,12628.0,7,0.012628,,,72.1,0.8,2012,7,0,Monday,0
2012-07-31,BRONX,51,26.0,0.0,8,1,17,13080.0,4,0.01308,,,71.7,0.0,2012,7,1,Tuesday,0
2012-07-31,BROOKLYN,119,35.0,0.0,8,12,15,13080.0,4,0.01308,,,71.7,0.0,2012,7,1,Tuesday,0
2012-07-31,MANHATTAN,122,20.0,0.0,8,4,8,13080.0,4,0.01308,,,71.7,0.0,2012,7,1,Tuesday,0
2012-07-31,QUEENS,89,18.0,0.0,8,1,9,13080.0,4,0.01308,13080.0,4.0,71.7,0.0,2012,7,1,Tuesday,0
2012-07-31,STATEN ISLAND,32,3.0,0.0,0,0,3,13080.0,4,0.01308,,,71.7,0.0,2012,7,1,Tuesday,0
2012-08-01,BRONX,65,9.0,0.0,3,0,6,13295.0,4,0.013295,,,73.0,10.3,2012,8,2,Wednesday,0
2012-08-01,BROOKLYN,114,29.0,0.0,1,3,25,13295.0,4,0.013295,,,73.0,10.3,2012,8,2,Wednesday,0
2012-08-01,MANHATTAN,126,22.0,0.0,7,3,12,13295.0,4,0.013295,,,73.0,10.3,2012,8,2,Wednesday,0
2012-08-01,QUEENS,132,32.0,0.0,3,5,24,13295.0,4,0.013295,13295.0,4.0,73.0,10.3,2012,8,2,Wednesday,0
2012-08-01,STATEN ISLAND,32,8.0,0.0,0,0,8,13295.0,4,0.013295,,,73.0,10.3,2012,8,2,Wednesday,0
2012-08-02,BRONX,50,9.0,0.0,1,1,7,12798.0,4,0.012798,,,76.7,0.0,2012,8,3,Thursday,0
2012-08-02,BROOKLYN,132,59.0,1.0,10,8,41,12798.0,4,0.012798,,,76.7,0.0,2012,8,3,Thursday,0
2012-08-02,MANHATTAN,123,23.0,0.0,9,6,8,12798.0,4,0.012798,,,76.7,0.0,2012,8,3,Thursday,0
2012-08-02,QUEENS,95,23.0,0.0,7,2,14,12798.0,4,0.012798,12798.0,4.0,76.7,0.0,2012,8,3,Thursday,0
2012-08-02,STATEN ISLAND,29,6.0,0.0,1,0,5,12798.0,4,0.012798,,,76.7,0.0,2012,8,3,Thursday,0
2012-08-03,BRONX,72,22.0,0.0,4,1,17,16201.0,7,0.016201,,,79.6,0.0,2012,8,4,Friday,0
2012-08-03,BROOKLYN,126,42.0,0.0,9,7,26,16201.0,7,0.016201,,,79.6,0.0,2012,8,4,Friday,0
2012-08-03,MANHATTAN,129,18.0,0.0,9,3,6,16201.0,7,0.016201,,,79.6,0.0,2012,8,4,Friday,0
2012-08-03,QUEENS,106,31.0,0.0,3,2,26,16201.0,7,0.016201,16201.0,7.0,79.6,0.0,2012,8,4,Friday,0
2012-08-03,STATEN ISLAND,26,5.0,1.0,0,0,5,16201.0,7,0.016201,,,79.6,0.0,2012,8,4,Friday,0
2012-08-04,BRONX,63,11.0,0.0,2,0,9,18779.0,4,0.018779,,,80.1,0.0,2012,8,5,Saturday,1
2012-08-04,BROOKLYN,112,35.0,0.0,7,5,23,18779.0,4,0.018779,,,80.1,0.0,2012,8,5,Saturday,1
2012-08-04,MANHATTAN,125,27.0,0.0,10,3,14,18779.0,4,0.018779,,,80.1,0.0,2012,8,5,Saturday,1
2012-08-04,QUEENS,102,24.0,0.0,7,2,15,18779.0,4,0.018779,18779.0,4.0,80.1,0.0,2012,8,5,Saturday,1
2012-08-04,STATEN ISLAND,20,9.0,0.0,2,0,7,18779.0,4,0.018779,,,80.1,0.0,2012,8,5,Saturday,1
2012-08-05,BRONX,51,17.0,0.0,2,0,15,17182.0,4,0.017182,,,81.7,4.6,2012,8,6,Sunday,1
2012-08-05,BROOKLYN,117,37.0,0.0,6,3,28,17182.0,4,0.017182,,,81.7,4.6,2012,8,6,Sunday,1
2012-08-05,MANHATTAN,102,32.0,0.0,6,2,24,17182.0,4,0.017182,,,81.7,4.6,2012,8,6,Sunday,1
2012-08-05,QUEENS,100,42.0,0.0,7,2,33,17182.0,4,0.017182,17182.0,4.0,81.7,4.6,2012,8,6,Sunday,1
2012-08-05,STATEN ISLAND,20,2.0,0.0,0,0,2,17182.0,4,0.017182,,,81.7,4.6,2012,8,6,Sunday,1
2012-08-06,BRONX,56,11.0,0.0,4,1,6,19793.0,6,0.019793,,,78.6,3.6,2012,8,0,Monday,0
2012-08-06,BROOKLYN,160,40.0,1.0,8,12,20,19793.0,6,0.019793,,,78.6,3.6,2012,8,0,Monday,0
2012-08-06,MANHATTAN,113,17.0,0.0,6,4,7,19793.0,6,0.019793,,,78.6,3.6,2012,8,0,Monday,0
2012-08-06,QUEENS,111,34.0,0.0,6,3,25,19793.0,6,0.019793,11998.0,4.0,78.6,3.6,2012,8,0,Monday,0
2012-08-06,STATEN ISLAND,25,5.0,0.0,1,0,4,19793.0,6,0.019793,7795.0,2.0,78.6,3.6,2012,8,0,Monday,0
2012-08-07,BRONX,53,9.0,0.0,4,2,3,18544.0,4,0.018544,,,74.8,0.0,2012,8,1,Tuesday,0
2012-08-07,BROOKLYN,131,32.0,0.0,16,2,14,18544.0,4,0.018544,,,74.8,0.0,2012,8,1,Tuesday,0
2012-08-07,MANHATTAN,126,30.0,0.0,9,5,16,18544.0,4,0.018544,,,74.8,0.0,2012,8,1,Tuesday,0
2012-08-07,QUEENS,99,35.0,0.0,3,2,30,18544.0,4,0.018544,9237.0,2.0,74.8,0.0,2012,8,1,Tuesday,0
2012-08-07,STATEN ISLAND,31,13.0,0.0,2,0,11,18544.0,4,0.018544,9307.0,2.0,74.8,0.0,2012,8,1,Tuesday,0
2012-08-08,BRONX,51,17.0,0.0,5,1,11,18304.0,4,0.018304,,,77.7,0.0,2012,8,2,Wednesday,0
2012-08-08,BROOKLYN,141,40.0,1.0,12,7,21,18304.0,4,0.018304,,,77.7,0.0,2012,8,2,Wednesday,0
2012-08-08,MANHATTAN,117,23.0,0.0,6,4,13,18304.0,4,0.018304,,,77.7,0.0,2012,8,2,Wednesday,0
2012-08-08,QUEENS,103,21.0,0.0,4,0,17,18304.0,4,0.018304,7207.0,2.0,77.7,0.0,2012,8,2,Wednesday,0
2012-08-08,STATEN ISLAND,20,10.0,0.0,3,0,7,18304.0,4,0.018304,11097.0,2.0,77.7,0.0,2012,8,2,Wednesday,0
2012-08-09,BRONX,53,17.0,0.0,3,1,13,19004.0,4,0.019004,,,78.4,0.7,2012,8,3,Thursday,0
2012-08-09,BROOKLYN,136,43.0,0.0,7,4,32,19004.0,4,0.019004,,,78.4,0.7,2012,8,3,Thursday,0
2012-08-09,MANHATTAN,123,25.0,2.0,10,7,8,19004.0,4,0.019004,,,78.4,0.7,2012,8,3,Thursday,0
2012-08-09,QUEENS,105,31.0,0.0,7,1,23,19004.0,4,0.019004,7494.0,2.0,78.4,0.7,2012,8,3,Thursday,0
2012-08-09,STATEN ISLAND,38,13.0,0.0,1,0,12,19004.0,4,0.019004,11510.0,2.0,78.4,0.7,2012,8,3,Thursday,0
2012-08-10,BRONX,77,20.0,0.0,5,0,15,18649.0,4,0.018649,,,76.5,8.0,2012,8,4,Friday,0
